,bids_name,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max,subID
0,sub-001_T1w,1.4792122748608285,-0.892743799472795,0.9361880579735412,-0.11684817322564894,-0.8761439175873769,-0.663537566229064,-0.5656761741647618,-0.9047757824860875,-0.04852009508971528,-1.48597980713589,2.595381178081008,-0.5508779968066576,-0.4954085662267456,,-0.4609061061009974,-0.5741162978749229,-0.14395627358618024,-1.2254760136320306,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.28063141366090805,-1.1151805109363582,-1.1072069258831678,-1.1190254704229956,-0.5953181392084342,-0.494305148375296,-0.5450693570807775,-0.5512903249301783,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.14964427434170566,-0.16820772135440534,0.686531313804373,0.8060542375876847,-0.3260243899236356,1.3134614078248286,0.3031640920055578,-0.20889986016078996,-0.7096802764684998,0.02851289785544612,-0.5566612300015462,-0.6129989352742418,-0.21751809196921987,-0.07093677549295459,-0.28073891457439953,-0.6169192302748017,-0.45162088600275685,2.2318209399186504,0.5346812440263007,0.5007739430469929,-0.6664065338402643,0.03495538387577714,1.1953750747797165,2.3271644730031795,-0.23962446827596717,1.1612336921992723,0.3445639954842048,-1.04161414024549,0.10889655894093578,-0.6991646164845028,0.6286287612922618,0.7711096390755239,1.4541520329183963,-1.0190490816435203,0.7040605933631778,0.5120508515655788,sub-001
1,sub-002_T1w,2.6517367275998467,-1.4233631964471534,1.1305893381528944,-0.11902585642778407,-0.8421481022555984,-0.6384024831761516,-0.517498022280282,-0.8971798737666398,-0.3893957163265812,-0.8743322782106836,2.0931907615258485,-0.26053941562999844,1.3172311717760468,,-0.579612416853674,-1.00321768626597,-1.2293107523902382,-1.8951791441681285,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.18700493608805474,-1.1569166474594486,-1.5000049824842276,-1.6856437041940124,-0.8247155695823358,-0.824667980824677,-0.8670023085349224,-0.894459976103546,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15151064656158972,0.26476998031707855,1.5961132389858441,1.7141030437296607,-0.20117254282478939,2.1107805027275575,1.0123455993852286,0.03331895640655246,-0.7246656451385989,1.0281621585851997,0.17541001045702484,0.19393719982686006,-0.17528628446020486,0.3372200108979104,-0.01880990836378252,-0.4448744079752698,1.5052156856477472,2.667376293950238,1.0528025343891023,0.9837439589147445,-0.6917555403561856,0.505574790559784,1.8990487253723123,2.8786066423688026,-0.05514716658759405,1.8823646957492755,0.6603580792667643,0.66524195380874,0.22556112632589118,-1.3184300311386792,1.1964855161674908,1.472744990892223,1.6634708952390214,-0.1386512507160413,0.9912328698479537,-0.3632830398104896,sub-002
2,sub-003_T1w,2.492374239430293,-1.3083366195169708,0.7342614381259026,-0.11906588085742882,-1.0135518476936933,-0.7853108411442531,-0.740666825344335,-0.9414998039809401,0.4548057918862296,-0.9187301081880052,0.8440694836324921,-0.054428985853142695,0.5969441967182614,,-0.5149696755086737,-2.007565041178076,-2.0941960570098392,-2.313475247782255,-0.5302977096057915,-0.30379210199733353,-1.0355994565602533,0.5737139709370276,-0.8745052646237189,-1.1809952670508184,-1.490068375904428,-0.7161680063701589,-0.8064186538228866,-0.8328544037977266,-0.8767177460771122,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15314533588477744,0.22618858748500925,1.52592300574442,1.707779544377633,-0.2663460356306834,1.7663950846200085,0.9516995996142033,0.04469208902627363,-0.7410634237133824,1.56680588426311,0.7625355567157596,1.3758816726235372,-0.41211341186133,0.3402434732279661,0.04323481061315439,-0.417702271842634,-1.0596679800577988,2.3423285328169476,0.9686713194351165,0.9653913279767443,-0.8512380339575383,0.4222321498742407,1.613933621412936,2.138658575500866,-0.39551140774291016,1.8597826367858552,0.43325165455261316,0.24437332789028746,-0.2611910151154236,-1.2216991031583977,0.9874880135938606,1.205571240291308,-0.48534761330222775,-1.0217115550701046,0.3771368161867753,-0.7429950489799308,sub-003
3,sub-004_T1w,1.0526633352023103,-0.6474832608129618,0.5202066900624027,-0.11686817429659496,-0.5626539908451509,-0.4112232442556482,-0.38368757913604606,-0.5703674705150106,0.03569798640532989,-0.32781605843334144,0.4997610547843638,-0.10973247654637854,0.6722288680598776,,-0.24816819068975757,-0.8907909343566968,-0.8752909414042997,-1.1026882877895716,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.05012542989032502,-0.7768274080506156,-0.8488270492628733,-0.8554396122405485,-0.5915844320960278,-0.4746610373129569,-0.5254346009210631,-0.5263599476913657,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15362809690301063,-0.18517301973890837,0.7363245131393645,0.8794840021354139,-0.12473232049202526,1.4574897652919094,0.29463455027743685,-0.22436967177310363,-0.49422309118522434,-0.07634230277957788,-0.5400531767427754,-0.7387447514601194,-0.08446946267117458,-0.013923691868368306,-0.20507554937583392,-0.5506915745015452,-0.6123081677319416,1.5664870417795833,0.44689943097120655,0.4304330459302142,-0.6115637780368612,0.09887851429277378,0.8765819397822393,1.4742217205790273,-0.3082431264718479,0.8588736977004989,0.028105584667424962,1.4290405712571652,-0.03929205441588689,-0.6133440946989375,0.3619562149639838,0.5089990897637267,1.8032831686740494,0.5088940524037745,0.7916377516766865,-0.3452373867586505,sub-004
4,sub-005_T1w,2.5639599435305946,-1.317327766211916,0.8931476927541053,-0.11818170800199057,-0.9092527490511144,-0.6596595131657975,-0.6417704025339802,-0.9021840261461579,0.18838600927435178,-1.2518698658804928,1.8268213171782468,-0.09070074699465927,0.5895892662215174,,-0.46351755571919984,-0.6708553486534525,-0.25286629085843454,-1.1176339614013995,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.5507265338467894,-1.3055361014374196,-1.280491505489422,-1.3574820959447265,-0.624406848306911,-0.6742642379058393,-0.710050919751688,-0.7514882877533813,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15112581655180393,0.021601109875659507,1.0864245493001412,1.204762141388064,-0.23398708608854923,1.6631899597137891,0.6165373567450693,-0.10190661431978847,-0.7401362285699641,1.3911235800239201,0.28935035366748507,0.8033231899722778,-0.19825993394462538,0.24137506000693562,-0.0856689093281177,-0.4929009566807336,0.5176287427027895,3.2642009351602628,0.9947828428089824,0.9238048284362479,-0.7495416642147548,0.34567986663935607,1.953538250975036,3.2527829323330653,-0.1591696204540647,1.4656927375847233,0.5664492249137808,0.5795094559407641,0.01968016150275301,-0.8810147990620509,0.8713875831867975,1.0404463494477143,0.9874723649561054,-0.8120292336051109,0.3621862607589291,0.011018390545288399,sub-005
5,sub-006_T1w,1.1770140225222985,-0.7862172152049441,0.8390102147413957,-0.11741086857740614,-0.6621610217758732,-0.35418455075368677,-0.4862764266456474,-0.7308321632152301,0.32679428664433025,-0.8737133286511195,0.9685757524300297,-0.45401812171063594,-0.23294369118949124,,-0.4342467751332191,-0.7557713294911953,-0.28404588905588407,-0.7905016634097443,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.2787813874951567,-0.7688380576578215,-0.5737621153537569,-0.4978555118637373,-0.6285126580474447,-0.5497860715875555,-0.6034688171807925,-0.6195583838970952,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15402307248521618,-0.11555835928486403,0.8502214809666107,0.9890600636275305,-0.3471320912789549,1.5248803730431097,0.3964801432004467,-0.186697774285518,-0.728802308207006,0.3748062927455613,-0.3149484627351867,-0.41219673474063057,-0.16144536970909718,0.17508862932912242,-0.21470889086311504,-0.5832754116141349,-0.03741591205369091,1.6818203553134203,0.714153955659012,0.6973225992580485,-0.6420186270974586,0.33340755453803844,1.181008996637503,1.676550419699595,-0.22729674392067423,0.37172472506120285,-0.038503580623068565,-0.42200199651083997,-0.02228954742231575,-0.2697539756262994,0.12804982318380928,0.20128417578191543,0.4831485309819061,-1.0323509995086888,-0.30182591647688295,-0.28433498714062594,sub-006
6,sub-007_T1w,1.187714133888204,-0.7618767671031009,0.6570223129450434,-0.11733833589820053,-0.5091327562942999,-0.2161403140730531,-0.3550818014546365,-0.6238347760467108,0.16950503924052307,-0.7341210930145541,0.978674305964725,-0.3072684421714335,0.5799633560357423,,-0.14534624672870936,-0.5918026326466594,-0.2147786621494541,-0.6411629872665092,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.18726828626782424,-0.7813899077484793,-0.4360792954740592,-0.24085469160479017,-0.48922095544914435,-0.48918090733248737,-0.5312080952005335,-0.564666962490693,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.1558442488581621,-0.15862778372909234,0.8031261547161329,0.9564273301813102,-0.2589673340776871,1.5346463294224775,0.3314497068742503,-0.2148086514157638,-0.6971904391202539,2.0037687507804227,0.17469329213872126,0.28580103015041386,-0.26340866587760553,0.29497230004538594,-0.06720059126175373,-0.4292853056218799,-0.3827494407202806,1.8372066802370457,0.7664156467056262,0.7363330804664743,-0.5784358702322865,0.3966227284504121,1.2895385203106773,1.7361257127141365,-0.2845041610624442,0.1800413314261162,-0.017442337616303507,-0.13362904911232362,-0.04444104755869969,0.02397425186045868,0.021761689084342277,0.008277235813594666,1.6126433841700807,0.07994011644561075,0.8254933017870717,-0.08266565403455699,sub-007
7,sub-008_T1w,0.8706255153672549,-0.5813000682880427,0.5186470582440593,-0.11714311768046437,-0.5048783734936014,-0.24447900617822907,-0.34718388165374137,-0.6014326745340997,0.6430807672426693,-1.1821661866797253,0.9953194290873653,-0.07668665746270968,0.8565646921296539,,-0.2609566413998775,-1.0776175471756122,-0.5082763343620391,-1.0067749039255938,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.46722992737739716,-1.092860239315267,-0.809161063315336,-0.7206109568628025,-0.47038514519424424,-0.5183057246107272,-0.5306668238453218,-0.5505605640667325,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.1523991055233125,-0.1687123521126766,0.6700535004648341,0.79565641922301,-0.2145403113591567,1.257777499679894,0.2878875701052509,-0.213680654095897,-0.7407817700137345,1.0997551189353503,0.03667781734188601,0.3217174229025217,-0.1623813332066106,0.14329255718106632,-0.15317960714408738,-0.5350298173541621,0.4480250611148431,1.9642542309124515,0.2510922035819241,0.19753819360534627,-0.5231125645423257,-0.10706911646725328,0.8285191616989502,1.997447379653036,-0.25532250283366464,0.7082357251044156,-0.03272185940337012,-0.09465973189630791,0.012074813122594527,-0.4914085246646414,0.24716821126156757,0.3870014035808854,1.207553017794985,-0.15061043767337104,1.061610870020163,0.27731807317338436,sub-008
8,sub-009_T1w,1.4243512874158892,-0.8573185254551163,0.19930845490950108,-0.11710754267778925,-0.7515658559086282,-0.5277093598702967,-0.53599378973733,-0.7529024481722096,0.45630155587851706,-0.8995804059949289,0.8092573831718197,0.05955324575466884,0.2970241020990058,,-0.357803121514527,-0.1002580456974657,0.6674270256678765,-0.02481661576341022,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.3203637110704064,-1.0508254287215573,-0.8250923877383496,-0.7256986836248404,-0.5821716810632095,-0.5051870516127355,-0.5553953816277759,-0.5694172009495909,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15205830022993835,-0.1551474286612948,0.6662341951642505,0.7834288874616986,-0.18010391342294282,1.2181063126922593,0.30043593338706776,-0.20452837397254112,-0.7366921316955759,0.5502995736981351,-0.3976352256850536,-0.393941989237575,-0.2148236515975903,0.034683065330899175,-0.23459918900701285,-0.5951642550433943,0.04537785082638183,2.29021826811578,0.6199486013674345,0.5979822143311314,-0.6988436511829124,0.12344007638735592,1.2046597276406474,2.250332562736266,-0.352116522866204,0.7305588550933286,0.006047851109329474,-0.16090757115627602,-0.2573317315361069,-0.4689960931501998,0.2889197680831086,0.3914579806481444,1.1148275863561112,-0.5156388882240486,-0.0756464784759879,0.07751373330562394,sub-009
9,sub-010_T1w,1.5602960128310848,-0.8866498216986585,0.6038861760766344,-0.11409242216298895,-0.15280857319891683,0.1312103952365065,-0.15648991176461516,-0.2800190163227398,-0.18093388093868162,-0.16901827658419943,0.5703966662640685,-0.1776695889209583,1.1866305755252002,,-0.000861849327513728,-0.6339600035572905,-0.854123957392852,-1.2245450113235625,-0.5302977096057915,-0.290976131981563,0.00398800364898221,1.0564728568817057,0.2845105664706976,-0.01089023581069771,-0.5486719370382269,0.061764773580190405,0.07755908432810638,-0.011954206765825759,-0.09867174328142825,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15657084944630426,-0.36916987990185685,0.42809058250388826,0.5839549370485263,-0.18452420461204924,1.315354266298289,0.0178063275805164,-0.3312586698645853,-0.7083612003035191,-0.41592185609896554,0.5105987735039088,0.6972334886488725,0.2728416931371338,1.2966349304070468,-0.051709057657971104,-0.6581696923265089,0.5696411725768017,0.3386865056311208,1.341933167293242,1.3317755188262306,-0.5555196475170638,1.1918147461842798,1.4748721788157175,0.29577669129023787,-0.204880554877819,0.4244184975667378,0.13069221090491093,1.499185342238735,-0.1060123728266753,-0.2016474093234847,0.2241138442142624,0.24215064973453507,2.220994393028271,0.38446939648903034,0.8412824921652154,0.4021208188387937,sub-010
10,sub-011_T1w,0.5968750418387357,-0.43246651305039063,0.5295103690963163,-0.11491147041328999,-0.3009623521136389,-0.0593561688009796,-0.26490757548510036,-0.36105400001687615,-0.6742098295952675,0.625209525556923,-0.002244939121919869,-0.09409054843532497,1.076226428113266,,0.041494482817809986,-0.43053858873304796,-1.1385198956722866,-1.0975833393484755,-0.8488848821667486,-0.290976131981563,0.00398800364898221,-0.2729326023895598,0.08209215450380238,-0.3996760334347929,-0.6004960130965069,0.24129747892273304,0.02546480192533514,0.017405117985207073,-0.06823674134213953,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15702926761090066,-0.3774987867925428,0.43337048488588986,0.5922189988634352,-0.29576279335565214,1.3467116070218674,0.012228868058613162,-0.3358586236395643,0.23457713299752092,0.7342879673170134,1.0890902919346679,1.3790413686248728,-0.10636533600694327,1.1273898514102128,0.05168430658087755,0.06606048399369115,1.8821565671629719,-0.005213048286758146,0.7022592404629515,0.6815974041836974,-0.14176619519084258,0.6670445436085332,0.7708360924631256,0.15828628702289144,-0.08508395162966867,0.3898324913451272,-0.07174069255392167,1.1094921700785778,-0.2537874915142855,-0.38766888117480586,0.1532408175040126,0.28464389875244206,0.4280681322530577,1.3961016711338685,0.709480093187984,0.20088689331164944,sub-011
11,sub-012_T1w,1.3375614147931387,-0.8027284458298355,0.1522846120186022,-0.1179153149915904,-0.6047700257476345,-0.42891535590142177,-0.4305620275390147,-0.6034504779129378,0.21957329680201165,-0.6504239354223866,0.7582304048352524,-0.05625421488567732,0.17510161705019953,,-0.4293061076073837,-0.32483970403557555,0.06915839025750468,-0.47718168884733086,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.4129517733249787,-0.7933620921715668,-0.813200847333193,-0.9061889373677161,-0.6082253199598384,-0.6100019181193214,-0.6446487935028633,-0.6689890142245217,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15250960586920898,-0.07061318122478545,0.9070179199097622,1.036355665225374,-0.1198704425080098,1.5158861162234045,0.45900515479241466,-0.15938285578885444,-0.48200859454404243,0.9259630475623284,-0.08904389885367547,0.15245277270867594,-0.027772764746042938,0.1635612397718222,-0.18392636092467468,-0.5416149689391809,-0.9591429320840271,1.8587227219022067,0.6204509772529081,0.5751699694875768,-0.6121043966592388,0.2888706508396745,1.1010361951556875,1.6291795971044307,-0.3126673687422655,0.9158000958426573,0.07490950025020683,0.1274653762349817,-0.18190341229392668,-0.6332323599728474,0.4122479016157584,0.5568401868210104,0.5591501555559784,0.29095576447745075,0.6645916983664817,-0.31446571977682913,sub-012
12,sub-013_T1w,0.9349100843683781,-0.5939650620316325,0.31455296939792693,-0.11364656545986775,-0.1734368351919701,0.05991202835905484,-0.12442721710965068,-0.3082503275964386,-0.13709514671179768,-0.6289043230346925,1.2812918728995624,-0.315878968040687,0.6571721229100758,,-0.06731215460865259,-0.6998085415932729,-0.6977689201409527,-1.3125219981930234,-0.5302977096057915,-0.290976131981563,0.00398800364898221,1.1249585167626754,-0.03638824345895037,0.31805473937982803,0.16295522850276065,0.056514589326624974,0.12305599274875645,0.04047990691405779,-0.021949862022843845,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15804112360880718,-0.3894212523410369,0.336392743494996,0.486686289025777,-0.2232975893837389,1.1703124608088575,-0.0365425652555412,-0.34417239257747684,-0.7037767122832232,-0.7858982285174662,0.1698615618172797,0.30750802685417034,0.3012893109554965,1.0679057753944228,-0.1679662526804953,-0.7216593867856576,0.027004833900182462,0.6356821224663056,1.0501077386136897,1.040207264258551,-0.6006913368534922,0.8679400631435795,1.2388294922237282,0.5803441710942858,-0.15880344183989034,-0.2247371558427043,0.064871933967554,0.443116845684709,0.02328839474719066,0.4203402728402008,-0.14008329047412743,-0.2567824404844732,2.776771494111855,0.4996485402850809,1.1707068706350292,0.44935307679846137,sub-013
13,sub-014_T1w,1.043815161497245,-0.6394902860385239,0.04977943560849403,-0.11334133906066418,-0.2077387776994454,-0.031523309704055924,-0.16225144005387293,-0.2782164453043113,-0.548534184583109,0.2504881214477126,0.43587949514313906,0.1512714791358162,0.7960520313187511,,0.05007514505374571,-0.491585238254454,-1.0483623922772418,-1.2642079533001263,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.9572968448070353,0.7656063296526461,0.2046382454529578,-0.4898474554713635,0.2531201085332404,0.1601651213396409,0.0950632460506199,-0.00720731591495693,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.1527525842167944,-0.3930428528143567,0.31989626643421387,0.4643935740739751,-0.11844910804960466,1.135845829920951,-0.039102525089028166,-0.3412103682673146,-0.27930058097186655,-0.049572856172404665,0.7377083564766815,1.1116943427776207,0.04276484793019638,1.3096750452780446,-0.041854231953257694,-0.5801363352915236,-0.03698147152361022,-0.39486062178359155,1.2133876302523994,1.1925908317204603,-0.1213127906442284,1.2282879104015838,1.1895737801725443,-0.40274826268264285,-0.2164029553836187,0.3662147164836732,-0.18222658243264458,0.252167191326232,-0.11651710644690716,-0.3933242343773851,0.06968950499729563,0.19498128345479127,1.1920399881995725,0.9035942437006615,0.38096270555857936,0.08630960701604438,sub-014
14,sub-015_T1w,2.5240511282665925,-1.2206944922425214,-0.23549697691121857,-0.018851724045054506,-1.1444240410930475,-0.8213574648037485,-0.9606930133167493,-0.9791058476887506,-0.7895842026755069,0.004758898935978688,1.2306391667223353,1.279426247963325,-0.9668847082081415,,1.9842719395555042,0.429726617284431,-0.18516178129837405,-0.8418637377365065,-0.5302977096057915,-0.08592061172923442,0.00398800364898221,0.9827458015468691,3.2933468418225,2.0885772663380067,0.8360387158603746,2.0852164278811056,2.2184860252907694,1.8469157965696212,1.4754261780425064,-0.6719965174056954,-0.05602178941522215,-0.024531084691358358,-0.1490425118093689,-0.5625773295086159,-0.49749117972502843,-0.4250448175263166,-0.1351239857024395,-0.24749618627462694,-0.45621478447355707,-0.42028361775058914,-0.6166771663026354,-0.43987782386980007,1.1185495513756167,1.4130925971707884,0.09574605439550198,1.821399975114427,0.1290459986311503,-0.5492676162213582,-0.3330491869492602,-1.7241516545308455,2.635557942485445,2.64787579628056,-0.4099731006258859,2.7941254265179345,2.2705069696619695,-1.79849992798509,-0.26683570364938325,-0.6325261239884692,0.8184990537409411,3.1514843921978013,-0.25420590873908383,1.4623851639063197,-0.049024863194082356,-0.6181487116529404,3.0053899901008796,1.1746503393848726,0.9437714368942675,0.07952010965922174,sub-015
15,sub-016_T1w,0.8779551682980399,-0.5977171270200903,0.3450813428362127,-0.11536742825921656,-0.4492888181531121,-0.19740040548161492,-0.32608911822387543,-0.5319574621969512,0.22295509822056273,-0.7555537053125393,0.9311572198187013,-0.28793746363101913,-0.005987524094566226,,-0.2643909721593688,-0.6845701826793774,-0.3649479678507188,-0.9166502149152156,-0.5302977096057915,-0.290976131981563,0.00398800364898221,0.8523790185951063,-0.6112827252268461,-0.024134149830539183,0.08555908004908216,-0.11406530539966203,-0.042786553553348976,-0.10479108368650664,-0.14152341268750446,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.1556928231855729,-0.35672772635937094,0.4233359190701452,0.573337443986698,-0.1420227657137233,1.2654226284079702,0.02912064743872675,-0.3227236036468348,-0.7149272038981641,-0.4690639566290102,0.0127545756538608,0.0565775413153272,0.23985607048234234,0.8306330911910313,-0.1813442652163303,-0.6884422528638205,0.49488570662755177,1.362199767825743,0.7829356550968338,0.7486869993870108,-0.6686891458014136,0.4917480616614659,1.2327734430170454,1.3885179146757487,-0.1098856461124081,-0.16587742135755126,0.042077212605870384,0.27554878166310004,-0.07950933355238839,0.3583403689076993,-0.12664615609805266,-0.2091911037295237,1.3085814171943078,-0.10455320014446687,-0.07922751092799647,0.5686301953953973,sub-016
16,sub-017_T1w,0.662651107303892,-0.46831496157061575,-0.1958334891006083,-0.11431617411991625,-0.4044333374988872,-0.22923175407234164,-0.37024681679117916,-0.3586774760373557,-0.5473835118941622,0.7589589312133477,-0.4279639116963173,-0.2294143574970339,0.25549089390850305,,-0.10816325433938621,-0.6487888026293295,-1.3090045718505614,-1.1677021756234551,-0.8488848821667486,-0.290976131981563,0.00398800364898221,0.8292191517913727,0.7975835366797046,0.1226764725978046,-0.5994404435022189,0.07199236965395343,0.14717842273414244,0.06754403745132054,0.010730749021180798,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15330514799268186,-0.39734166313228125,0.37111273540813716,0.524620950905583,-0.13948677477134072,1.2674572734376695,-0.026019501937341264,-0.3453501345835152,-0.7185791097471543,-0.8166059206251464,0.2632074217513913,0.23236826926702728,0.043076835762700855,1.1739879363457555,-0.07752779942622019,-0.6591643169951684,0.9281587551008038,-0.7302270611210067,0.9618175383377403,0.9599093621516422,-0.027545494029647757,1.0139187123872877,0.8627125527166606,-0.5743857597300582,-0.2757202880550424,0.4231445670121598,-0.09556304479664546,0.041732878352488505,-0.2655130189198114,-0.4525112981089189,0.19065872943884132,0.28370574217196903,0.590750835598346,0.6704951131737366,-0.4732890150379837,0.20005424775047145,sub-017
17,sub-018_T1w,1.860001004621754,-0.9983034092176762,0.258512970586274,-0.11150695786294369,-0.14951574370649484,0.08078366177098498,-0.16655786703795955,-0.22421105887158804,-0.411596257653439,0.45009124465840006,-0.11734805519918748,0.006987282279381256,0.7533665351092915,,0.3035310183584422,-0.5268489180525715,-1.071777688201894,-1.1109040957650536,-0.8488848821667486,-0.290976131981563,0.00398800364898221,1.541833198029096,0.8004577854757442,-0.0033031903038401207,-1.0339214563388133,0.49789256053865144,0.15375111954814424,0.11731004436512434,-0.0453260376978892,-0.6719965174056954,0.06551171178597899,0.09776053386044394,-0.15397748036598183,-0.3835077211333937,0.22575814587279164,0.35737768613486964,-0.30330662920257107,0.8816050894345148,-0.07089691910239061,-0.3385397290769628,-0.7266735375212595,0.3430097640199292,1.5367004992085078,2.4239516880123824,-0.04904466241680268,1.5918082065247026,0.10473673006512525,-0.5784553823010368,-0.5899983526067415,-0.20441616476479538,1.4563615125711764,1.4561725238500933,-0.14497987255719752,1.4121626647151222,1.445344182382509,-0.2897238899595631,-0.2802606425085816,1.0056380928379427,0.006421535066078386,0.7821499054640457,-0.2733251146345761,-0.95537723953264,0.4786171698029186,0.6828153724805147,0.7022515483448581,1.1951183650834496,0.11152725220148509,-0.3550528261438121,sub-018
