,index,bids_name,cnr,efc,summary_bg_stdv,snrd_total,cnr < 2,efc > .8,snrd < 5,bg_stdev > 50
85,300,sub-195_T1w,0.8680451711521511,0.8991755671615501,303.07237036948345,3.234773032011296,True,True,True,True
86,303,sub-198_T1w,1.4246867891164063,0.8671969409753326,154.31381903356237,2.9861500096036733,True,True,True,True
87,305,sub-200_T1w,0.7476686711134606,0.8646686643275627,410.0987827582986,3.7856680309303967,True,True,True,True
88,306,sub-201_T1w,1.5384995584034071,0.8827004500604757,171.19532775878906,1.9229959252014963,True,True,True,True
89,307,sub-202_T1w,2.0090406336084707,0.8484283469162579,92.76326751708984,3.3012286928753234,False,True,True,True
90,308,sub-203_T1w,1.3536305995597204,0.8713740421021153,196.16752537429147,3.19646767982324,True,True,True,True
91,309,sub-204_T1w,1.8029156394801145,0.8132286177845559,120.89144134521484,2.5331668148626783,True,True,True,True
92,311,sub-206_T1w,1.5404534390246765,0.8658286413898366,158.91266592906186,2.979323683440768,True,True,True,True
93,312,sub-207_T1w,1.53693435617871,0.8269016153201035,165.4449472175472,3.2186757309996428,True,True,True,True
94,313,sub-208_T1w,2.087545677813241,0.8437191922627113,85.91197204589844,12.389927838726035,False,True,False,True
95,314,sub-209_T1w,0.35677042982039364,0.8880869617799618,800.0254854926593,2.5590256473967328,True,True,True,True
96,315,sub-210_T1w,1.3574287981973312,0.8829452248122399,184.42631103756543,3.1512956845803672,True,True,True,True
97,316,sub-211_T1w,1.4871172905818781,0.8713765226946963,175.43343023042127,3.183700593428416,True,True,True,True
98,317,sub-212_T1w,0.6870982755093179,0.8910742458411502,383.1053232690929,3.09753263743534,True,True,True,True
99,318,sub-213_T1w,1.7535754997795303,0.8639920296445303,134.55269571250443,3.6214850126825966,True,True,True,True
100,320,sub-215_T1w,1.7735719654521287,0.8545125182377526,144.35865796474732,3.1818762243586267,True,True,True,True
101,323,sub-218_T1w,1.995760673549468,0.8740677230765747,129.01307437693347,3.8381100424479766,True,True,True,True
102,324,sub-219_T1w,3.855111974492358,0.8428084618256537,22.707988739013672,13.912845296973009,False,True,False,False
103,327,sub-222_T1w,1.472472444359196,0.8697741215993556,160.8707580790632,2.800767724144451,True,True,True,True
104,328,sub-223_T1w,1.283893103393043,0.8750294170268877,217.4160050921463,2.951541999295857,True,True,True,True
105,329,sub-224_T1w,3.724226643285381,0.8627431292947182,19.663360595703125,17.28002914630217,False,True,False,False
106,330,sub-225_T1w,1.229800532760963,0.8547650285458102,207.43552932115932,3.0155132206752837,True,True,True,True
107,331,sub-226_T1w,1.5495695048474871,0.8186527258901526,168.2547607421875,1.9920483451168145,True,True,True,True
108,332,sub-227_T1w,1.6389135052769883,0.8679648021844127,124.8374481201172,2.5152420102959425,True,True,True,True
109,996,sub-991_T1w,3.714577968247717,0.7391769152545857,27.30674743652344,15.069872062403705,False,False,False,False
110,997,sub-993_T1w,2.922849842842306,0.740454478296241,36.63469696044922,13.61665855037651,False,False,False,False
111,998,sub-994_T1w,3.293702256053177,0.6918252946144483,33.05413818359375,13.140093312703712,False,False,False,False
112,999,sub-995_T1w,4.206745125840071,0.6937996981904084,28.85754776000977,16.650590434347965,False,False,False,False
113,1000,sub-996_T1w,4.047059905170399,0.6959125911773069,27.588157653808594,14.695185331367695,False,False,False,False
114,1001,sub-997_T1w,3.2430896122346566,0.7545977995437241,30.80932426452637,15.308442313659745,False,False,False,False
115,1002,sub-998_T1w,3.945230513088052,0.6754611857753556,29.619651794433594,15.452624196702395,False,False,False,False
116,1003,sub-999_T1w,3.830660194335717,0.6987392032496152,27.52260971069336,16.41936674248829,False,False,False,False
